tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2021-03-23,51,41,11,44,16,77,PM25,SEDANG,DKI3
2021-03-24,43,40,11,37,15,64,PM25,SEDANG,DKI3
2021-03-25,38,41,9,41,17,68,PM25,SEDANG,DKI4
2021-03-26,57,42,19,53,28,83,PM25,SEDANG,DKI4
2021-03-27,62,49,13,63,33,91,PM25,SEDANG,DKI4
2021-03-28,57,43,15,71,31,78,PM25,SEDANG,DKI5
2021-03-29,65,48,19,67,37,91,PM25,SEDANG,DKI5
2021-03-30,59,42,15,55,30,76,PM25,SEDANG,DKI4
2021-03-31,56,43,18,48,25,69,PM25,SEDANG,DKI4
2021-04-01,28,41,11,43,19,52,PM25,SEDANG,DKI3
2021-04-02,51,44,11,42,19,70,PM25,SEDANG,DKI3
2021-04-03,39,42,9,57,22,67,PM25,SEDANG,DKI4
2021-04-04,68,43,30,49,37,103,PM25,TIDAK SEHAT,DKI3
2021-04-05,61,43,15,59,28,85,PM25,SEDANG,DKI3
2021-04-06,43,43,10,36,18,61,PM25,SEDANG,DKI2
2021-04-07,30,42,11,43,19,52,PM25,SEDANG,DKI2
2021-04-08,39,51,12,40,22,57,PM25,SEDANG,DKI2
2021-04-09,55,43,14,49,28,77,PM25,SEDANG,DKI5
2021-04-10,64,43,16,50,29,101,PM25,TIDAK SEHAT,DKI3
2021-04-11,66,50,18,60,31,108,PM25,TIDAK SEHAT,DKI4
2021-04-12,69,51,20,54,31,93,PM25,SEDANG,DKI2
2021-04-13,70,63,18,64,40,82,PM25,SEDANG,DKI2
2021-04-14,65,55,16,65,32,81,PM25,SEDANG,DKI2
2021-04-15,67,55,27,50,42,88,PM25,SEDANG,DKI5
2021-04-16,69,55,20,50,44,94,PM25,SEDANG,DKI2
2021-04-17,67,43,20,39,41,118,PM25,TIDAK SEHAT,DKI5
2021-04-18,57,42,16,32,26,93,PM25,SEDANG,DKI5
2021-04-19,63,52,14,41,30,108,PM25,TIDAK SEHAT,DKI5
2021-04-20,64,52,12,55,30,94,PM25,SEDANG,DKI2
2021-04-21,76,56,19,50,37,105,PM25,TIDAK SEHAT,DKI5
2021-04-22,63,52,14,60,40,99,PM25,SEDANG,DKI4
2021-04-23,75,51,16,65,42,112,PM25,TIDAK SEHAT,DKI4
2021-04-24,88,61,18,73,40,115,PM25,TIDAK SEHAT,DKI2
2021-04-25,74,55,17,58,36,116,PM25,TIDAK SEHAT,DKI4
2021-04-26,64,52,11,59,24,117,PM25,TIDAK SEHAT,DKI4
2021-04-27,75,51,12,65,28,138,PM25,TIDAK SEHAT,DKI4
2021-04-28,61,51,15,56,34,94,PM25,SEDANG,DKI4
2021-04-29,69,60,17,44,38,85,PM25,SEDANG,DKI2
2021-04-30,71,57,18,55,42,91,PM25,SEDANG,DKI2
2021-05-01,66,51,15,57,33,102,PM25,TIDAK SEHAT,DKI3
2021-05-02,55,47,13,53,17,89,PM25,SEDANG,DKI4
2021-05-03,61,50,10,51,20,95,PM25,SEDANG,DKI4
2021-05-04,74,54,18,39,26,113,PM25,TIDAK SEHAT,DKI4
2021-05-05,73,53,20,45,38,117,PM25,TIDAK SEHAT,DKI4
2021-05-06,57,53,16,66,38,77,PM25,SEDANG,DKI4
2021-05-07,67,61,26,151,45,151,O3,TIDAK SEHAT,DKI3
2021-05-08,60,53,12,71,28,87,PM25,SEDANG,DKI4
2021-05-09,46,46,9,61,21,66,PM25,SEDANG,DKI4
2021-05-10,55,51,10,66,21,76,PM25,SEDANG,DKI3
2021-05-11,69,50,12,57,24,102,PM25,TIDAK SEHAT,DKI4
2021-05-12,67,52,10,63,21,105,PM25,TIDAK SEHAT,DKI4
2021-05-13,81,49,14,48,20,115,PM25,TIDAK SEHAT,DKI5
2021-05-14,56,51,9,52,14,81,PM25,SEDANG,DKI5
2021-05-15,62,54,11,40,19,89,PM25,SEDANG,DKI4
2021-05-16,54,50,9,52,16,92,PM25,SEDANG,DKI4
2021-05-17,54,55,11,51,24,75,PM25,SEDANG,DKI5
2021-05-18,41,48,10,49,26,58,PM25,SEDANG,DKI3
2021-05-19,61,52,17,55,36,99,PM25,SEDANG,DKI4
2021-05-20,66,53,12,56,27,103,PM25,TIDAK SEHAT,DKI4
2021-05-21,60,58,15,65,34,95,PM25,SEDANG,DKI4
2021-05-22,64,62,16,66,36,90,PM25,SEDANG,DKI2
2021-05-23,73,64,31,57,40,109,PM25,TIDAK SEHAT,DKI5
2021-05-24,86,74,26,72,38,118,PM25,TIDAK SEHAT,DKI4
2021-05-25,56,52,15,66,35,70,PM25,SEDANG,DKI5
2021-05-26,62,52,12,64,24,93,PM25,SEDANG,DKI4
2021-05-27,60,52,10,62,20,79,PM25,SEDANG,DKI4
2021-05-28,66,53,12,63,24,93,PM25,SEDANG,DKI4
2021-05-29,60,46,14,66,32,91,PM25,SEDANG,DKI4
2021-05-30,53,55,17,51,29,72,PM25,SEDANG,DKI4
2021-05-31,62,49,20,71,37,93,PM25,SEDANG,DKI4
2021-06-01,73,50,18,64,35,105,PM25,TIDAK SEHAT,DKI3
2021-06-02,68,54,20,76,38,100,PM25,SEDANG,DKI4
2021-06-03,68,57,20,61,41,93,PM25,SEDANG,DKI2
2021-06-04,66,48,13,76,30,100,PM25,SEDANG,DKI4
2021-06-05,64,51,20,65,38,93,PM25,SEDANG,DKI4
2021-06-06,63,50,15,72,32,95,PM25,SEDANG,DKI3
2021-06-07,61,52,15,68,31,86,PM25,SEDANG,DKI4
2021-06-08,70,53,16,72,38,103,PM25,TIDAK SEHAT,DKI4
2021-06-09,68,54,14,67,34,108,PM25,TIDAK SEHAT,DKI4
2021-06-10,71,56,23,48,47,108,PM25,TIDAK SEHAT,DKI4
2021-06-11,65,51,15,61,40,99,PM25,SEDANG,DKI4
2021-06-12,67,54,17,57,35,93,PM25,SEDANG,DKI4
2021-06-13,55,52,14,58,25,80,PM25,SEDANG,DKI4
2021-06-14,69,53,13,58,26,103,PM25,TIDAK SEHAT,DKI4
2021-06-15,73,52,13,44,29,114,PM25,TIDAK SEHAT,DKI3
2021-06-16,67,66,25,43,55,97,PM25,SEDANG,DKI5
2021-06-17,66,51,28,44,41,102,PM25,TIDAK SEHAT,DKI4
2021-06-18,77,59,23,49,45,102,PM25,TIDAK SEHAT,DKI4
2021-06-19,64,59,21,41,45,102,PM25,TIDAK SEHAT,DKI4
2021-06-20,81,66,26,44,58,140,PM25,TIDAK SEHAT,DKI4
2021-06-21,62,55,16,44,35,90,PM25,SEDANG,DKI4
2021-06-22,59,54,16,38,35,84,PM25,SEDANG,DKI4
2021-06-23,66,52,17,51,43,107,PM25,TIDAK SEHAT,DKI4
2021-06-24,80,54,19,42,52,119,PM25,TIDAK SEHAT,DKI4
2021-06-25,85,58,30,40,63,147,PM25,TIDAK SEHAT,DKI4
2021-06-26,67,53,10,53,23,118,PM25,TIDAK SEHAT,DKI4
2021-06-27,72,57,22,57,41,134,PM25,TIDAK SEHAT,DKI4
2021-06-28,65,53,18,61,38,117,PM25,TIDAK SEHAT,DKI4
2021-06-29,75,52,24,51,50,128,PM25,TIDAK SEHAT,DKI5
2021-06-30,79,57,19,55,38,125,PM25,TIDAK SEHAT,DKI4
2021-07-01,64,53,14,48,31,114,PM25,TIDAK SEHAT,DKI4
2021-07-02,68,56,23,40,51,108,PM25,TIDAK SEHAT,DKI4
2021-07-03,80,54,13,44,27,141,PM25,TIDAK SEHAT,DKI4
2021-07-04,94,51,15,50,25,161,PM25,TIDAK SEHAT,DKI4
2021-07-05,83,56,13,62,26,153,PM25,TIDAK SEHAT,DKI4
2021-07-06,68,51,10,55,29,102,PM25,TIDAK SEHAT,DKI3
2021-07-07,84,54,12,51,27,130,PM25,TIDAK SEHAT,DKI4
2021-07-08,83,56,11,50,26,145,PM25,TIDAK SEHAT,DKI4
2021-07-09,92,59,11,56,26,156,PM25,TIDAK SEHAT,DKI4
2021-07-10,78,54,10,63,23,132,PM25,TIDAK SEHAT,DKI4
2021-07-11,66,54,10,54,17,119,PM25,TIDAK SEHAT,DKI4
2021-07-12,64,52,9,44,14,64,PM10,SEDANG,DKI2
2021-07-13,78,54,11,43,26,119,PM25,TIDAK SEHAT,DKI2
2021-07-14,66,51,13,50,26,116,PM25,TIDAK SEHAT,DKI4
2021-07-15,95,62,15,56,30,174,PM25,TIDAK SEHAT,DKI4
2021-07-16,85,53,11,53,29,138,PM25,TIDAK SEHAT,DKI4
2021-07-17,74,55,10,58,20,134,PM25,TIDAK SEHAT,DKI4
2021-07-18,82,55,13,58,27,150,PM25,TIDAK SEHAT,DKI4
2021-07-19,80,51,11,77,28,140,PM25,TIDAK SEHAT,DKI4
2021-07-20,86,51,15,60,24,147,PM25,TIDAK SEHAT,DKI4
2021-07-21,55,52,9,58,19,102,PM25,TIDAK SEHAT,DKI4
2021-07-22,60,53,11,54,27,110,PM25,TIDAK SEHAT,DKI4
2021-07-23,63,52,10,59,28,104,PM25,TIDAK SEHAT,DKI4
2021-07-24,66,54,13,51,34,104,PM25,TIDAK SEHAT,DKI4
2021-07-25,81,55,24,54,42,148,PM25,TIDAK SEHAT,DKI4
2021-07-26,79,54,16,46,32,131,PM25,TIDAK SEHAT,DKI4
2021-07-27,82,56,13,41,35,140,PM25,TIDAK SEHAT,DKI4
2021-07-28,82,53,18,40,45,145,PM25,TIDAK SEHAT,DKI4
2021-07-29,78,52,18,53,39,140,PM25,TIDAK SEHAT,DKI5
2021-07-30,90,54,15,81,35,154,PM25,TIDAK SEHAT,DKI4
2021-07-31,63,50,18,65,29,100,PM26,SEDANG,DKI4
2021-08-01,55,50,9,67,22,86,PM25,SEDANG,DKI4
2021-08-02,52,50,10,59,28,81,PM25,SEDANG,DKI4
2021-08-03,61,53,12,47,35,104,PM25,TIDAK SEHAT,DKI4
2021-08-04,64,53,9,50,26,89,PM25,SEDANG,DKI2
2021-08-05,61,55,11,58,27,90,PM25,SEDANG,DKI4
2021-08-06,76,58,20,38,52,105,PM25,TIDAK SEHAT,DKI4
2021-08-07,63,53,10,48,18,101,PM25,TIDAK SEHAT,DKI4
2021-08-08,60,53,9,57,17,92,PM25,SEDANG,DKI4
2021-08-09,56,52,8,57,16,82,PM25,SEDANG,DKI4
2021-08-10,36,48,8,55,19,68,PM25,SEDANG,DKI4
2021-08-11,61,50,12,59,25,102,PM25,TIDAK SEHAT,DKI4
2021-08-12,65,52,10,47,20,104,PM25,TIDAK SEHAT,DKI4
2021-08-13,61,51,11,49,32,101,PM25,TIDAK SEHAT,DKI4
2021-08-14,73,53,15,53,40,116,PM25,TIDAK SEHAT,DKI5
2021-08-15,63,53,12,46,30,114,PM25,TIDAK SEHAT,DKI4
2021-08-16,60,54,9,42,21,100,PM25,SEDANG,DKI4
2021-08-17,62,51,13,40,22,103,PM25,TIDAK SEHAT,DKI4
2021-08-18,62,51,11,42,26,97,PM25,SEDANG,DKI4
2021-08-19,72,55,15,28,36,119,PM25,TIDAK SEHAT,DKI4
2021-08-20,73,55,12,34,34,106,PM25,TIDAK SEHAT,DKI4
2021-08-21,60,51,13,33,35,89,PM25,SEDANG,DKI5
2021-08-22,74,52,14,29,29,134,PM25,TIDAK SEHAT,DKI4
2021-08-23,66,52,13,33,27,106,PM25,TIDAK SEHAT,DKI4
2021-08-24,69,52,12,41,30,110,PM25,TIDAK SEHAT,DKI4
2021-08-25,69,51,12,38,34,106,PM25,TIDAK SEHAT,DKI4
2021-08-26,64,51,10,31,33,96,PM25,SEDANG,DKI5
2021-08-27,63,52,11,32,31,105,PM25,TIDAK SEHAT,DKI4
2021-08-28,76,51,11,44,27,123,PM25,TIDAK SEHAT,DKI4
2021-08-29,68,52,12,36,29,122,PM25,TIDAK SEHAT,DKI4
2021-08-30,87,52,17,39,41,140,PM25,TIDAK SEHAT,DKI4
2021-08-31,74,51,19,48,33,109,PM25,TIDAK SEHAT,DKI4
2021-09-01,79,55,16,32,38,118,PM25,TIDAK SEHAT,DKI4
2021-09-02,66,52,15,39,28,115,PM25,TIDAK SEHAT,DKI4
2021-09-03,66,51,11,45,30,111,PM25,TIDAK SEHAT,DKI4
2021-09-04,62,50,10,37,28,93,PM25,SEDANG,DKI4
2021-09-05,74,52,12,36,28,120,PM25,TIDAK SEHAT,DKI4
2021-09-06,73,51,13,34,24,109,PM25,TIDAK SEHAT,DKI4
2021-09-07,60,51,11,27,24,86,PM25,SEDANG,DKI4
2021-09-08,64,52,16,29,34,106,PM25,TIDAK SEHAT,DKI4
2021-09-09,68,54,12,35,31,88,PM25,SEDANG,DKI2
2021-09-10,58,53,10,39,32,80,PM25,SEDANG,DKI4
2021-09-11,70,53,12,46,41,109,PM25,TIDAK SEHAT,DKI4
2021-09-12,66,51,10,36,27,111,PM25,TIDAK SEHAT,DKI4
2021-09-13,56,52,9,27,21,88,PM25,SEDANG,DKI4
2021-09-14,36,50,8,47,19,61,PM25,SEDANG,DKI4
2021-09-15,69,54,20,45,45,110,PM25,TIDAK SEHAT,DKI4
2021-09-16,53,52,10,52,24,89,PM25,SEDANG,DKI4
2021-09-17,50,51,7,53,20,85,PM25,SEDANG,DKI4
2021-09-18,57,53,9,51,22,101,PM25,TIDAK SEHAT,DKI4
2021-09-19,56,50,10,68,19,83,PM25,SEDANG,DKI5
2021-09-20,58,52,11,54,34,81,PM25,SEDANG,DKI2
2021-09-21,61,52,11,58,36,99,PM25,SEDANG,DKI4
2021-09-22,64,54,14,48,32,119,PM25,TIDAK SEHAT,DKI4
2021-09-23,61,53,10,53,22,116,PM25,TIDAK SEHAT,DKI4
2021-09-24,57,53,8,47,26,109,PM25,TIDAK SEHAT,DKI4
2021-09-25,55,52,11,50,20,102,PM25,TIDAK SEHAT,DKI4
2021-09-26,56,50,10,54,19,98,PM25,SEDANG,DKI4
2021-09-27,53,49,12,47,33,89,PM25,SEDANG,DKI4
2021-09-28,49,49,10,49,28,71,PM25,SEDANG,DKI2
2021-09-29,61,57,13,63,38,102,PM25,TIDAK SEHAT,DKI4
2021-09-30,71,63,16,63,37,117,PM25,TIDAK SEHAT,DKI4
2021-10-01,58,59,11,65,38,91,PM25,SEDANG,DKI4
2021-10-02,70,61,12,58,35,127,PM25,TIDAK SEHAT,DKI4
2021-10-03,70,62,11,53,28,96,PM25,SEDANG,DKI4
2021-10-04,62,60,11,64,29,110,PM25,TIDAK SEHAT,DKI4
2021-10-05,65,67,11,54,33,90,PM25,SEDANG,DKI2
2021-10-06,66,66,10,58,35,103,PM25,TIDAK SEHAT,DKI4
2021-10-07,52,60,9,50,28,77,PM25,SEDANG,DKI4
2021-10-08,60,64,11,54,35,98,PM25,SEDANG,DKI4
2021-10-09,55,62,9,60,29,83,PM25,SEDANG,DKI4
2021-10-10,61,61,9,72,26,97,PM25,SEDANG,DKI4
2021-10-11,68,64,12,66,30,100,PM25,SEDANG,DKI2
2021-10-12,77,76,12,49,35,111,PM25,TIDAK SEHAT,DKI4
2021-10-13,57,63,9,58,31,91,PM25,SEDANG,DKI4
2021-10-14,73,65,12,70,35,131,PM25,TIDAK SEHAT,DKI4
2021-10-15,100,64,15,64,37,157,PM25,TIDAK SEHAT,DKI4
2021-10-16,68,63,15,63,44,122,PM25,TIDAK SEHAT,DKI4
2021-10-17,71,63,15,65,30,126,PM25,TIDAK SEHAT,DKI4
2021-10-18,57,58,11,45,26,88,PM25,SEDANG,DKI4
2021-10-19,52,60,18,42,35,81,PM25,SEDANG,DKI5
2021-10-20,50,73,11,50,27,96,PM25,SEDANG,DKI4
2021-10-21,53,61,11,57,32,74,PM25,SEDANG,DKI3
2021-10-22,73,82,18,46,48,120,PM25,TIDAK SEHAT,DKI4
2021-10-23,67,81,13,53,36,109,PM25,TIDAK SEHAT,DKI4
2021-10-24,68,60,17,62,36,113,PM25,TIDAK SEHAT,DKI4
2021-10-25,65,62,14,70,37,104,PM25,TIDAK SEHAT,DKI4
2021-10-26,75,67,16,50,43,130,PM25,TIDAK SEHAT,DKI4
2021-10-27,62,64,15,50,39,90,PM25,SEDANG,DKI4
2021-10-28,54,67,16,56,39,78,PM25,SEDANG,DKI4
2021-10-29,54,80,19,49,35,80,SO2,SEDANG,DKI2
2021-10-30,64,81,15,58,40,103,PM25,TIDAK SEHAT,DKI4
2021-10-31,56,63,28,56,32,79,PM25,SEDANG,DKI4
2021-11-01,64,77,17,48,41,91,PM25,SEDANG,DKI5
2021-11-02,54,51,18,49,35,77,PM25,SEDANG,DKI4
2021-11-03,52,51,13,73,38,83,PM25,SEDANG,DKI4
2021-11-04,63,52,17,63,47,95,PM25,SEDANG,DKI2
2021-11-05,64,52,23,46,46,95,PM25,SEDANG,DKI4
2021-11-06,57,52,13,52,40,86,PM25,SEDANG,DKI4
2021-11-07,52,51,10,55,25,81,PM25,SEDANG,DKI4
2021-11-08,53,52,20,39,41,73,PM25,SEDANG,DKI2
2021-11-09,67,51,21,47,38,106,PM25,TIDAK SEHAT,DKI4
2021-11-10,61,51,11,36,25,100,PM25,SEDANG,DKI4
2021-11-11,47,51,12,36,32,71,PM25,SEDANG,DKI4
2021-11-12,44,47,10,38,19,63,PM25,SEDANG,DKI4
2021-11-13,52,47,16,52,40,82,PM25,SEDANG,DKI4
2021-11-14,50,47,13,46,34,68,PM25,SEDANG,DKI4
2021-11-15,36,47,9,36,17,58,PM25,SEDANG,DKI4
2021-11-16,53,47,11,41,14,82,PM25,SEDANG,DKI3
2021-11-17,60,50,13,45,35,99,PM25,SEDANG,DKI4
2021-11-18,63,43,18,56,35,106,PM25,TIDAK SEHAT,DKI4
2021-11-19,32,41,7,42,12,45,PM25,BAIK,DKI2
2021-11-20,37,43,8,41,17,58,PM25,SEDANG,DKI4
2021-11-21,52,41,19,45,44,76,PM25,SEDANG,DKI3
2021-11-22,29,42,7,41,12,45,PM25,BAIK,DKI4
2021-11-23,25,41,7,41,9,55,PM25,SEDANG,DKI2
2021-11-24,35,42,8,37,12,59,PM25,SEDANG,DKI4
2021-11-25,63,42,12,40,21,83,PM25,SEDANG,DKI3
2021-11-26,58,41,17,39,31,78,PM25,SEDANG,DKI4
2021-11-27,37,41,10,45,22,56,PM25,SEDANG,DKI4
2021-11-28,19,41,7,47,10,47,O3,BAIK,DKI2
2021-11-29,29,42,8,42,12,55,PM25,SEDANG,DKI4
2021-11-30,46,43,10,44,17,66,PM25,SEDANG,DKI4
2021-12-01,63,43,13,41,30,100,PM25,SEDANG,DKI4
2021-12-02,35,42,7,40,14,56,PM25,SEDANG,DKI4
2021-12-03,54,43,9,48,17,71,PM25,SEDANG,DKI4
2021-12-04,50,45,13,43,16,65,PM25,SEDANG,DKI3
2021-12-05,53,44,17,39,29,80,PM25,SEDANG,DKI4
2021-12-06,62,55,23,45,57,91,PM25,SEDANG,DKI3
2021-12-07,179,44,12,43,21,179,PM10,TIDAK SEHAT,DKI4
2021-12-08,49,45,17,51,30,76,PM25,SEDANG,DKI4
2021-12-09,46,46,11,51,20,63,PM25,SEDANG,DKI4
2021-12-10,51,47,14,41,30,73,PM25,SEDANG,DKI4
2021-12-11,38,45,8,51,22,60,PM25,SEDANG,DKI4
2021-12-12,49,43,17,42,34,63,PM25,SEDANG,DKI3
2021-12-13,53,44,11,34,23,68,PM25,SEDANG,DKI3
2021-12-14,51,46,15,37,26,76,PM25,SEDANG,DKI4
2021-12-15,69,44,19,50,30,124,PM25,TIDAK SEHAT,DKI4
2021-12-16,78,43,20,34,36,136,PM25,TIDAK SEHAT,DKI4
2021-12-17,58,43,18,57,35,81,PM25,SEDANG,DKI4
2021-12-18,51,42,18,54,32,69,PM25,SEDANG,DKI4
2021-12-19,65,41,24,78,45,102,PM25,TIDAK SEHAT,DKI4
2021-12-20,57,42,13,58,20,86,PM25,SEDANG,DKI4
2021-12-21,62,42,19,39,49,74,PM25,SEDANG,DKI1
2021-12-22,65,56,28,54,65,98,PM25,SEDANG,DKI4
2021-12-23,70,57,19,44,44,99,PM25,SEDANG,DKI2
2021-12-24,36,53,15,36,52,65,PM25,SEDANG,DKI4
2021-12-25,56,56,23,35,62,85,PM25,SEDANG,DKI4
2021-12-26,44,51,15,37,34,71,PM25,SEDANG,DKI4
2021-12-27,75,61,23,40,47,121,PM25,TIDAK SEHAT,DKI4
2021-12-28,59,53,16,34,33,89,PM25,SEDANG,DKI4
2021-12-29,61,54,15,37,29,98,PM25,SEDANG,DKI4
2021-12-30,60,53,17,38,44,102,PM25,TIDAK SEHAT,DKI4
2021-12-31,64,52,44,37,53,90,PM25,SEDANG,DKI4
